,County,Year,State,QUANTITY,MME,Deaths
342,DAWSON,2006,TX,963.0,1131.7621500000046,
343,DAWSON,2007,TX,1004.0,1236.3904900000045,
344,DAWSON,2008,TX,1110.0,1275.1014150000046,
345,DAWSON,2009,TX,1122.0,1413.7909125000062,
346,DAWSON,2010,TX,1306.0,1621.66141500001,
347,DAWSON,2011,TX,1439.0,1744.730580000007,
348,DAWSON,2012,TX,1527.0,1849.2074625000075,
349,DE WITT,2006,TX,2883.0,4354.722554999999,25.0
350,DE WITT,2007,TX,3467.0,5466.922492500022,32.0
351,DE WITT,2008,TX,3579.0,5092.135665000035,39.0
352,DE WITT,2009,TX,3759.0,5270.549385000029,37.0
353,DE WITT,2010,TX,4153.0,6206.272215000069,43.0
354,DE WITT,2011,TX,4214.0,6779.950207500074,70.0
355,DE WITT,2012,TX,4053.0,7223.958645000074,46.0
356,DEAF SMITH,2006,TX,1539.0,1655.8286250000049,
357,DEAF SMITH,2007,TX,1919.0,1676.3990725000035,
358,DEAF SMITH,2008,TX,2430.0,2066.0797125000067,
359,DEAF SMITH,2009,TX,2316.0,2210.5076400000107,
360,DEAF SMITH,2010,TX,2321.0,2469.1936425000044,
361,DEAF SMITH,2011,TX,2842.0,3032.5740750000036,
362,DEAF SMITH,2012,TX,2344.0,2652.82000500001,
363,DELTA,2006,TX,205.0,300.8429399999998,
364,DELTA,2007,TX,162.0,201.67366500000003,
365,DELTA,2010,TX,66.0,122.42771250000003,
366,DELTA,2011,TX,590.0,1039.3602525000015,
367,DELTA,2012,TX,541.0,1271.443440000004,
368,DENTON,2006,TX,61837.0,86644.27185128123,
369,DENTON,2007,TX,73090.0,101682.97966162094,
370,DENTON,2008,TX,80176.0,111688.23843796126,
371,DENTON,2009,TX,82899.0,121845.49572272305,
372,DENTON,2010,TX,88530.0,129029.56416133646,
373,DENTON,2011,TX,101972.0,148411.23642658835,
374,DENTON,2012,TX,105030.0,152159.67291264876,
375,DICKENS,2006,TX,171.0,202.60019999999992,
376,DICKENS,2007,TX,209.0,244.53748499999995,
377,DICKENS,2008,TX,206.0,240.16979999999978,
378,DICKENS,2009,TX,237.0,287.12684999999965,
379,DICKENS,2010,TX,220.0,354.52147499999944,
380,DICKENS,2011,TX,216.0,378.3795899999993,
381,DICKENS,2012,TX,189.0,268.0273649999996,
